invoice_no,invoice_date,age,category,quantity,selling_price_per_unit,cost_price_per_unit,payment_method,region,state,shopping_mall
I176333,11-06-16,63,Technology,5,5250,4725,Credit Card,South,Virginia,Istinye Park
I216361,11-06-16,36,Food & Beverage,4,20.92,15.69,Credit Card,Central,Texas,Mall of Istanbul
I291275,11-06-16,68,Cosmetics,2,81.32,56.924,Credit Card,East,Massachusetts,Mall of Istanbul
I127336,11-06-16,29,Shoes,5,3000.85,2700.765,Cash,East,Massachusetts,Mall of Istanbul
I167600,11-06-16,43,Cosmetics,4,162.64,130.112,Cash,East,Massachusetts,Mall of Istanbul
I255762,11-06-16,69,Shoes,5,3000.85,2700.765,Credit Card,East,Massachusetts,Metropol AVM
I794636,11-06-16,31,Clothing,3,900.24,675.18,Cash,South,Georgia,Kanyon
I263761,11-06-16,31,Clothing,4,1200.32,1140.304,Credit Card,West,California,Metropol AVM
I264779,11-06-16,25,Food & Beverage,2,10.46,7.322,Cash,West,California,Metrocity
I111951,11-06-16,53,Toys,5,179.2,143.36,Cash,South,Virginia,Istinye Park
I361061,11-06-16,60,Technology,3,3150,2677.5,Debit Card,Central,Indiana,Kanyon
I536191,11-06-16,35,Food & Beverage,1,5.23,3.661,Credit Card,Central,Indiana,Viaport Outlet
I265360,11-06-16,48,Clothing,2,600.16,450.12,Debit Card,Central,Indiana,Kanyon
I172034,11-06-16,42,Toys,5,179.2,143.36,Cash,Central,Indiana,Kanyon
I114088,11-06-16,56,Toys,3,107.52,80.64,Debit Card,West,Arizona,Metrocity
I319433,11-06-16,68,Technology,2,2100,1890,Cash,East,Delaware,Zorlu Center
I271147,11-06-16,27,Food & Beverage,4,20.92,15.69,Cash,East,Delaware,Metropol AVM
I199514,11-06-16,19,Technology,3,3150,2677.5,Cash,East,Delaware,Kanyon
I128604,11-06-16,57,Shoes,3,1800.51,1620.459,Cash,Central,Iowa,Kanyon
I653652,11-06-16,66,Clothing,2,600.16,450.12,Debit Card,West,California,Mall of Istanbul
I251345,11-06-16,27,Clothing,1,300.08,225.06,Credit Card,Central,Illinois,Metrocity
I227987,11-06-16,30,Toys,3,107.52,80.64,Cash,Central,Illinois,Metrocity
I182289,11-06-16,21,Clothing,1,300.08,225.06,Credit Card,Central,Illinois,Metrocity
I142815,11-06-16,51,Toys,4,143.36,114.688,Cash,West,California,Mall of Istanbul
I202408,11-06-16,19,Clothing,3,900.24,675.18,Debit Card,West,California,Metropol AVM
I128196,11-06-16,67,Clothing,2,600.16,450.12,Credit Card,Central,Texas,Kanyon
I320618,11-06-16,40,Technology,5,5250,4725,Cash,Central,Iowa,Istinye Park
I475363,11-06-16,64,Clothing,4,1200.32,1140.304,Credit Card,Central,Iowa,Zorlu Center
I261010,11-06-16,27,Technology,1,1050,945,Cash,South,Alabama,Metrocity
I132590,11-06-16,29,Clothing,2,600.16,450.12,Debit Card,East,Delaware,Kanyon
I795152,11-06-16,33,Food & Beverage,4,20.92,15.69,Credit Card,Central,Iowa,Kanyon
I284742,11-06-16,60,Clothing,2,600.16,450.12,Credit Card,East,New York,Kanyon
I810019,11-06-16,58,Clothing,1,300.08,225.06,Cash,East,New York,Mall of Istanbul
I166837,11-06-16,29,Food & Beverage,2,10.46,7.322,Credit Card,East,New York,Zorlu Center
I178381,11-06-16,68,Shoes,4,2400.68,2280.646,Cash,West,California,Istinye Park
I318346,11-06-16,32,Clothing,4,1200.32,1140.304,Cash,West,California,Zorlu Center
I188995,11-06-16,26,Clothing,4,1200.32,1140.304,Cash,West,California,Metropol AVM
I268680,11-06-16,61,Toys,3,107.52,80.64,Cash,South,North Carolina,Mall of Istanbul
I482048,11-06-16,52,Clothing,1,300.08,225.06,Debit Card,South,North Carolina,Istinye Park
I108562,11-06-16,54,Clothing,4,1200.32,1140.304,Cash,West,California,Istinye Park
I106422,11-06-16,61,Clothing,3,900.24,675.18,Debit Card,West,California,Kanyon
I682762,11-06-16,51,Clothing,2,600.16,450.12,Cash,West,California,Zorlu Center
I275411,11-06-16,52,Clothing,1,300.08,225.06,Debit Card,South,Florida,Mall of Istanbul
I216442,11-06-16,49,Toys,1,35.84,25.088,Debit Card,East,Delaware,Viaport Outlet
I194836,11-06-16,61,Clothing,2,600.16,450.12,Credit Card,West,Idaho,Istinye Park
I187902,11-06-16,49,Cosmetics,5,203.3,162.64,Cash,West,Idaho,Mall of Istanbul
I772026,11-06-16,51,Clothing,5,1500.4,1425.38,Cash,West,California,Mall of Istanbul
I818434,11-06-16,37,Souvenir,1,11.73,8.211,Cash,East,Ohio,Mall of Istanbul
I126877,11-06-16,52,Food & Beverage,5,26.15,19.6125,Cash,Central,Illinois,Mall of Istanbul
I146747,11-06-16,47,Books,3,45.45,31.815,Cash,Central,Illinois,Kanyon
I663479,11-06-16,53,Cosmetics,5,203.3,162.64,Cash,Central,Illinois,Kanyon
I109698,11-06-16,20,Food & Beverage,1,5.23,3.661,Cash,Central,Illinois,Istinye Park
I143376,11-06-16,31,Toys,4,143.36,114.688,Cash,South,Alabama,Mall of Istanbul
I232242,11-06-16,49,Food & Beverage,2,10.46,7.322,Cash,South,Alabama,Viaport Outlet
I245583,11-06-16,39,Clothing,4,1200.32,1140.304,Debit Card,South,Alabama,Metropol AVM
I242974,11-06-16,37,Clothing,3,900.24,675.18,Cash,South,North Carolina,Mall of Istanbul
I170499,11-06-16,30,Cosmetics,3,121.98,91.485,Credit Card,West,California,Kanyon
I177418,11-06-16,48,Food & Beverage,3,15.69,10.983,Cash,West,California,Metrocity
I178916,11-06-16,56,Shoes,5,3000.85,2700.765,Cash,West,California,Kanyon
I279316,11-06-16,26,Books,4,60.6,45.45,Debit Card,East,Delaware,Istinye Park
I322308,11-06-16,36,Food & Beverage,4,20.92,15.69,Cash,West,Washington,Kanyon
I370390,11-06-16,31,Technology,1,1050,945,Credit Card,West,Washington,Mall of Istanbul
I221745,11-06-16,67,Clothing,3,900.24,675.18,Credit Card,West,Washington,Viaport Outlet
I912100,11-06-16,20,Toys,3,107.52,80.64,Debit Card,Central,Indiana,Mall of Istanbul
I302030,11-06-16,18,Toys,1,35.84,25.088,Debit Card,South,Florida,Metrocity
I291776,11-06-16,50,Toys,4,143.36,114.688,Credit Card,South,Tennessee,Istinye Park
I333833,11-06-16,44,Clothing,5,1500.4,1425.38,Credit Card,South,Tennessee,Kanyon
I424326,11-06-16,56,Food & Beverage,5,26.15,19.6125,Credit Card,South,Tennessee,Viaport Outlet
I101043,11-06-16,32,Clothing,1,300.08,225.06,Credit Card,West,Colorado,Istinye Park
I637123,11-06-16,27,Food & Beverage,1,5.23,3.661,Cash,West,Colorado,Kanyon
I899823,11-06-16,35,Clothing,1,300.08,225.06,Debit Card,South,Florida,Kanyon
I251630,11-06-16,47,Clothing,5,1500.4,1425.38,Cash,West,California,Zorlu Center
I270830,11-06-16,37,Food & Beverage,5,26.15,19.6125,Cash,West,California,Metrocity
I201733,11-06-16,54,Technology,1,1050,945,Cash,West,California,Mall of Istanbul
I840946,11-06-16,54,Toys,3,107.52,80.64,Cash,West,California,Mall of Istanbul
I281542,11-06-16,30,Cosmetics,5,203.3,162.64,Cash,Central,Illinois,Mall of Istanbul
I240533,11-06-16,23,Toys,5,179.2,143.36,Debit Card,Central,Illinois,Mall of Istanbul
I338653,11-06-16,33,Clothing,1,300.08,225.06,Credit Card,Central,Illinois,Mall of Istanbul
I314057,11-06-16,53,Souvenir,5,58.65,43.9875,Cash,West,California,Kanyon
I159335,11-06-16,44,Clothing,3,900.24,675.18,Credit Card,East,Delaware,Kanyon
I250769,11-06-16,38,Cosmetics,2,81.32,56.924,Cash,East,Ohio,Zorlu Center
I295650,11-06-16,68,Food & Beverage,4,20.92,15.69,Cash,East,Ohio,Istinye Park
I268819,11-06-16,58,Cosmetics,3,121.98,91.485,Credit Card,East,New York,Mall of Istanbul
I125286,11-06-16,22,Clothing,5,1500.4,1425.38,Credit Card,East,New York,Kanyon
I266914,11-06-16,41,Toys,2,71.68,50.176,Credit Card,East,New York,Zorlu Center
I306860,11-06-16,24,Food & Beverage,1,5.23,3.661,Cash,East,New York,Viaport Outlet
I181534,11-06-16,65,Technology,1,1050,945,Cash,East,Massachusetts,Mall of Istanbul
I673592,11-06-16,62,Clothing,5,1500.4,1425.38,Debit Card,East,Massachusetts,Viaport Outlet
I252755,11-06-16,42,Clothing,2,600.16,450.12,Cash,East,Massachusetts,Viaport Outlet
I275076,11-06-16,60,Clothing,5,1500.4,1425.38,Cash,East,Massachusetts,Mall of Istanbul
I265410,11-06-16,41,Shoes,2,1200.34,1080.306,Cash,East,Massachusetts,Viaport Outlet
I287164,11-06-16,34,Food & Beverage,1,5.23,3.661,Credit Card,East,Massachusetts,Metrocity
I275371,11-06-16,69,Technology,1,1050,945,Credit Card,East,Massachusetts,Istinye Park
I142866,11-06-16,37,Clothing,2,600.16,450.12,Debit Card,East,Massachusetts,Viaport Outlet
I480471,11-06-16,56,Souvenir,5,58.65,43.9875,Credit Card,East,Massachusetts,Zorlu Center
I241939,11-06-16,50,Food & Beverage,3,15.69,10.983,Debit Card,South,North Carolina,Kanyon
I325011,11-06-16,43,Food & Beverage,5,26.15,19.6125,Credit Card,East,New York,Zorlu Center
I233962,11-06-16,66,Souvenir,5,58.65,43.9875,Credit Card,East,New York,Istinye Park
I214844,11-06-16,50,Clothing,2,600.16,450.12,Debit Card,Central,Illinois,Metrocity
I260919,11-06-16,46,Technology,3,3150,2677.5,Credit Card,Central,Illinois,Kanyon
I594459,11-06-16,32,Food & Beverage,2,10.46,7.322,Cash,Central,Illinois,Metrocity
I437476,11-06-16,34,Cosmetics,2,81.32,56.924,Cash,Central,Illinois,Viaport Outlet
I301720,11-06-16,55,Shoes,2,1200.34,1080.306,Cash,Central,Illinois,Zorlu Center
I162985,11-06-16,53,Shoes,5,3000.85,2700.765,Debit Card,Central,Illinois,Zorlu Center
I258449,11-06-16,42,Clothing,3,900.24,675.18,Cash,East,Massachusetts,Viaport Outlet
I778027,11-06-16,29,Toys,3,107.52,80.64,Credit Card,South,Georgia,Viaport Outlet
I165599,11-06-16,29,Cosmetics,2,81.32,56.924,Cash,West,Arizona,Metrocity
I280094,11-06-16,31,Shoes,4,2400.68,2280.646,Debit Card,West,Arizona,Kanyon
I159602,11-06-16,55,Clothing,2,600.16,450.12,Credit Card,West,California,Zorlu Center
I969628,11-06-16,58,Clothing,2,600.16,450.12,Credit Card,West,California,Metrocity
I929126,11-06-16,33,Toys,5,179.2,143.36,Cash,West,California,Viaport Outlet
I129557,11-06-16,40,Food & Beverage,5,26.15,19.6125,Credit Card,East,New York,Mall of Istanbul
I321744,11-06-16,45,Books,3,45.45,31.815,Cash,Central,Texas,Metrocity
I857455,11-06-16,38,Toys,3,107.52,80.64,Credit Card,East,New York,Metrocity
I213016,11-06-16,49,Food & Beverage,3,15.69,10.983,Credit Card,East,Delaware,Istinye Park
I187276,11-06-16,68,Clothing,3,900.24,675.18,Cash,East,Delaware,Istinye Park
I152348,11-06-16,53,Toys,1,35.84,25.088,Cash,East,Delaware,Metrocity
I876500,11-06-16,54,Cosmetics,3,121.98,91.485,Credit Card,East,Delaware,Zorlu Center
I274344,11-06-16,32,Toys,5,179.2,143.36,Credit Card,East,Pennsylvania,Kanyon
I318972,11-06-16,20,Clothing,2,600.16,450.12,Cash,East,Pennsylvania,Istinye Park
I157858,11-06-16,41,Technology,4,4200,3780,Debit Card,East,Pennsylvania,Zorlu Center
I199804,11-06-16,58,Clothing,5,1500.4,1425.38,Credit Card,East,Pennsylvania,Viaport Outlet
I283245,11-06-16,65,Clothing,4,1200.32,1140.304,Cash,East,Pennsylvania,Zorlu Center
I126236,11-06-16,47,Toys,4,143.36,114.688,Cash,South,Georgia,Kanyon
I866233,11-06-16,60,Clothing,3,900.24,675.18,Cash,South,Georgia,Kanyon
I270817,11-06-16,32,Clothing,3,900.24,675.18,Debit Card,South,North Carolina,Viaport Outlet
I239111,11-06-16,58,Clothing,2,600.16,450.12,Cash,West,California,Metrocity
I330519,11-06-16,39,Cosmetics,1,40.66,28.462,Credit Card,West,California,Metrocity
I270869,11-06-16,35,Shoes,1,600.17,450.1275,Debit Card,East,Delaware,Istinye Park
I417937,11-06-16,64,Shoes,1,600.17,450.1275,Cash,Central,Illinois,Mall of Istanbul
I970865,11-06-16,26,Toys,3,107.52,80.64,Cash,Central,Illinois,Kanyon
I320871,11-06-16,40,Technology,3,3150,2677.5,Credit Card,Central,Illinois,Istinye Park
I183031,11-06-16,48,Toys,1,35.84,25.088,Debit Card,Central,Texas,Mall of Istanbul
I218616,11-06-16,42,Clothing,1,300.08,225.06,Cash,Central,Texas,Kanyon
I166826,11-06-16,39,Clothing,4,1200.32,1140.304,Credit Card,Central,Texas,Mall of Istanbul
I963273,11-06-16,23,Food & Beverage,1,5.23,3.661,Credit Card,West,Arizona,Kanyon
I836365,11-06-16,28,Books,2,30.3,21.21,Cash,West,Arizona,Mall of Istanbul
I307889,11-06-16,54,Clothing,5,1500.4,1425.38,Debit Card,West,Arizona,Kanyon
I309542,11-06-16,37,Souvenir,5,58.65,43.9875,Debit Card,West,Arizona,Viaport Outlet
I332605,11-06-16,56,Technology,3,3150,2677.5,Credit Card,West,Arizona,Istinye Park
I267715,11-06-16,39,Souvenir,5,58.65,43.9875,Credit Card,West,California,Mall of Istanbul
I888175,11-06-16,44,Clothing,4,1200.32,1140.304,Credit Card,South,Georgia,Viaport Outlet
I282284,11-06-16,42,Clothing,1,300.08,225.06,Cash,West,Washington,Metrocity
I318199,11-06-16,21,Food & Beverage,4,20.92,15.69,Credit Card,Central,Texas,Istinye Park
I146690,11-06-16,68,Clothing,1,300.08,225.06,Cash,Central,Texas,Istinye Park
I161058,11-06-16,35,Clothing,3,900.24,675.18,Cash,East,Pennsylvania,Metropol AVM
I263313,11-06-16,64,Clothing,3,900.24,675.18,Cash,East,Pennsylvania,Metropol AVM
I192518,11-06-16,38,Toys,5,179.2,143.36,Credit Card,East,Pennsylvania,Kanyon
I288803,11-06-16,47,Cosmetics,2,81.32,56.924,Credit Card,East,Pennsylvania,Zorlu Center
I213808,11-06-16,69,Clothing,5,1500.4,1425.38,Credit Card,East,Pennsylvania,Viaport Outlet
I235910,11-06-16,28,Souvenir,3,35.19,24.633,Credit Card,East,Pennsylvania,Metropol AVM
I235949,11-06-16,46,Souvenir,2,23.46,16.422,Cash,West,Washington,Kanyon
I735676,11-06-16,37,Food & Beverage,4,20.92,15.69,Credit Card,West,Washington,Zorlu Center
I291879,11-06-16,62,Cosmetics,2,81.32,56.924,Credit Card,West,Washington,Istinye Park
I318861,11-06-16,22,Technology,4,4200,3780,Cash,Central,Illinois,Zorlu Center
I377931,11-06-16,35,Food & Beverage,5,26.15,19.6125,Credit Card,Central,Illinois,Kanyon
I435956,11-06-16,65,Clothing,5,1500.4,1425.38,Credit Card,Central,Illinois,Mall of Istanbul
I195374,11-06-16,68,Cosmetics,5,203.3,162.64,Credit Card,Central,Illinois,Istinye Park
I764746,11-06-16,45,Clothing,3,900.24,675.18,Cash,West,California,Mall of Istanbul
I157559,11-06-16,43,Food & Beverage,4,20.92,15.69,Credit Card,South,Alabama,Mall of Istanbul
I478785,11-06-16,57,Toys,2,71.68,50.176,Credit Card,South,Alabama,Istinye Park
I827938,11-06-16,69,Books,2,30.3,21.21,Debit Card,Central,Indiana,Viaport Outlet
I270795,11-06-16,48,Shoes,1,600.17,450.1275,Credit Card,Central,Indiana,Metrocity
I155618,11-06-16,59,Clothing,4,1200.32,1140.304,Credit Card,Central,Indiana,Viaport Outlet
I326918,11-06-16,54,Clothing,3,900.24,675.18,Credit Card,Central,Indiana,Kanyon
I103102,11-06-16,54,Food & Beverage,4,20.92,15.69,Credit Card,Central,Indiana,Metropol AVM
I868765,11-06-16,32,Food & Beverage,5,26.15,19.6125,Cash,East,New York,Metrocity
I413217,11-06-16,65,Shoes,5,3000.85,2700.765,Credit Card,East,New York,Kanyon
I190446,11-06-16,22,Clothing,1,300.08,225.06,Credit Card,Central,Illinois,Mall of Istanbul
I128470,11-06-16,37,Cosmetics,5,203.3,162.64,Credit Card,West,California,Zorlu Center
I187298,11-06-16,35,Clothing,2,600.16,450.12,Cash,West,California,Istinye Park
I326260,11-06-16,62,Clothing,3,900.24,675.18,Cash,West,California,Istinye Park
I773756,11-06-16,44,Cosmetics,1,40.66,28.462,Cash,West,California,Viaport Outlet
I176211,11-06-16,31,Clothing,2,600.16,450.12,Cash,East,Massachusetts,Kanyon
I302899,11-06-16,20,Clothing,3,900.24,675.18,Debit Card,West,California,Metrocity
I695087,11-06-16,57,Shoes,5,3000.85,2700.765,Cash,West,California,Metrocity
I888801,11-06-16,42,Souvenir,3,35.19,24.633,Debit Card,East,Ohio,Istinye Park
I200224,11-06-16,19,Food & Beverage,2,10.46,7.322,Cash,South,Virginia,Istinye Park
I898414,11-06-16,62,Clothing,5,1500.4,1425.38,Credit Card,South,Virginia,Metrocity
I116762,11-06-16,29,Books,2,30.3,21.21,Debit Card,South,Virginia,Kanyon
I347449,11-06-16,58,Clothing,4,1200.32,1140.304,Cash,South,Virginia,Istinye Park
I707189,11-06-16,28,Cosmetics,5,203.3,162.64,Cash,West,California,Mall of Istanbul
I164344,11-06-16,24,Cosmetics,4,162.64,130.112,Cash,West,California,Istinye Park
I291753,11-06-16,48,Cosmetics,4,162.64,130.112,Cash,West,Arizona,Istinye Park
I157453,11-06-16,24,Toys,4,143.36,114.688,Credit Card,Central,Illinois,Mall of Istanbul
I207470,11-06-16,43,Food & Beverage,5,26.15,19.6125,Credit Card,West,California,Istinye Park
I217466,11-06-16,52,Cosmetics,4,162.64,130.112,Credit Card,Central,Iowa,Mall of Istanbul
I251705,11-06-16,55,Books,1,15.15,10.605,Cash,Central,Iowa,Mall of Istanbul
I134013,11-06-16,48,Food & Beverage,3,15.69,10.983,Cash,South,Alabama,Istinye Park
I202081,11-06-16,49,Technology,3,3150,2677.5,Debit Card,South,Alabama,Kanyon
I477934,11-06-16,49,Cosmetics,2,81.32,56.924,Cash,South,Alabama,Kanyon
I223506,11-06-16,30,Shoes,1,600.17,450.1275,Debit Card,South,Alabama,Metrocity
I178646,11-06-16,35,Clothing,5,1500.4,1425.38,Credit Card,South,Alabama,Istinye Park
I104640,11-06-16,45,Books,1,15.15,10.605,Cash,West,California,Kanyon
I111599,11-06-16,64,Clothing,4,1200.32,1140.304,Debit Card,West,California,Mall of Istanbul
I765786,11-06-16,57,Clothing,5,1500.4,1425.38,Credit Card,West,California,Metrocity
I181984,11-06-16,53,Shoes,1,600.17,450.1275,Cash,West,California,Metrocity
I993730,11-06-16,34,Souvenir,2,23.46,16.422,Cash,West,California,Mall of Istanbul
I183480,11-06-16,46,Clothing,5,1500.4,1425.38,Cash,West,California,Viaport Outlet
I504079,11-06-16,61,Clothing,1,300.08,225.06,Credit Card,Central,Texas,Kanyon
I697175,11-06-16,23,Toys,3,107.52,80.64,Debit Card,West,California,Mall of Istanbul
I128484,11-06-16,24,Clothing,3,900.24,675.18,Debit Card,West,California,Metrocity
I183710,11-06-16,26,Food & Beverage,1,5.23,3.661,Credit Card,West,California,Mall of Istanbul
I209019,11-06-16,69,Books,3,45.45,31.815,Credit Card,West,California,Viaport Outlet
I826019,11-06-16,19,Food & Beverage,1,5.23,3.661,Debit Card,West,California,Kanyon
I164101,11-06-16,23,Cosmetics,2,81.32,56.924,Credit Card,West,California,Zorlu Center
I124225,11-06-16,57,Technology,2,2100,1890,Credit Card,West,California,Zorlu Center
I129090,11-06-16,23,Food & Beverage,1,5.23,3.661,Cash,Central,Illinois,Mall of Istanbul
I775091,11-06-16,51,Food & Beverage,4,20.92,15.69,Credit Card,West,Washington,Istinye Park
I304507,11-06-16,26,Clothing,4,1200.32,1140.304,Credit Card,Central,Texas,Metrocity
I272148,11-06-16,49,Clothing,3,900.24,675.18,Cash,Central,Texas,Istinye Park
I137140,11-06-16,27,Toys,3,107.52,80.64,Credit Card,South,Virginia,Metropol AVM
I499947,11-06-16,53,Food & Beverage,3,15.69,10.983,Credit Card,South,Virginia,Kanyon
I172360,11-06-16,65,Food & Beverage,2,10.46,7.322,Credit Card,Central,Texas,Metropol AVM
I686181,11-06-16,34,Clothing,4,1200.32,1140.304,Credit Card,Central,Texas,Kanyon
I151617,11-06-16,52,Clothing,4,1200.32,1140.304,Cash,West,Washington,Metrocity
I107388,11-06-16,47,Clothing,3,900.24,675.18,Cash,West,Washington,Kanyon
I983958,11-06-16,36,Books,5,75.75,56.8125,Cash,West,Washington,Zorlu Center
I137606,11-06-16,24,Clothing,4,1200.32,1140.304,Cash,West,Washington,Kanyon
I130870,11-06-16,31,Shoes,2,1200.34,1080.306,Cash,West,Washington,Istinye Park
I256903,11-06-16,49,Souvenir,1,11.73,8.211,Credit Card,Central,Iowa,Mall of Istanbul
I112379,11-06-16,35,Cosmetics,5,203.3,162.64,Cash,East,Ohio,Metropol AVM
I251339,11-06-16,59,Shoes,5,3000.85,2700.765,Debit Card,East,Ohio,Mall of Istanbul
I158762,11-06-16,62,Food & Beverage,1,5.23,3.661,Cash,West,California,Kanyon
I332709,11-06-16,58,Clothing,2,600.16,450.12,Cash,West,California,Kanyon
I252382,11-06-16,48,Food & Beverage,1,5.23,3.661,Debit Card,South,Georgia,Istinye Park
I192005,11-06-16,28,Shoes,4,2400.68,2280.646,Cash,South,Georgia,Metrocity
I147566,11-06-16,47,Cosmetics,3,121.98,91.485,Cash,South,Georgia,Metropol AVM
I221570,11-06-16,65,Technology,1,1050,945,Credit Card,South,Georgia,Kanyon
I342150,11-06-16,44,Shoes,2,1200.34,1080.306,Cash,South,Georgia,Kanyon
I300946,11-06-16,39,Shoes,2,1200.34,1080.306,Credit Card,South,Georgia,Kanyon
I175381,11-06-16,48,Souvenir,1,11.73,8.211,Cash,South,Georgia,Kanyon
I190069,11-06-16,32,Cosmetics,3,121.98,91.485,Debit Card,South,Georgia,Istinye Park
I288723,11-06-16,34,Souvenir,1,11.73,8.211,Credit Card,East,Ohio,Istinye Park
I934523,11-06-16,69,Toys,2,71.68,50.176,Cash,Central,Illinois,Mall of Istanbul
I193182,11-06-16,63,Shoes,5,3000.85,2700.765,Cash,Central,Illinois,Metrocity
I225794,11-06-16,22,Clothing,2,600.16,450.12,Cash,East,New York,Metrocity
I146448,11-06-16,50,Clothing,4,1200.32,1140.304,Cash,West,California,Zorlu Center
I131002,11-06-16,28,Clothing,3,900.24,675.18,Cash,Central,Illinois,Istinye Park
I482371,11-06-16,31,Food & Beverage,3,15.69,10.983,Credit Card,Central,Illinois,Istinye Park
I366532,11-06-16,43,Food & Beverage,4,20.92,15.69,Credit Card,Central,Illinois,Metrocity
I109918,11-06-16,25,Clothing,1,300.08,225.06,Credit Card,West,California,Kanyon
I120327,11-06-16,67,Toys,5,179.2,143.36,Credit Card,Central,Michigan,Zorlu Center
I344464,11-06-16,24,Toys,5,179.2,143.36,Debit Card,West,Washington,Metropol AVM
I302821,11-06-16,44,Technology,4,4200,3780,Debit Card,South,Alabama,Mall of Istanbul
I142075,11-06-16,67,Food & Beverage,2,10.46,7.322,Credit Card,East,Ohio,Mall of Istanbul
I250024,11-06-16,68,Technology,5,5250,4725,Debit Card,West,Washington,Istinye Park
I494767,11-06-16,31,Toys,1,35.84,25.088,Credit Card,West,California,Viaport Outlet
I320813,11-06-16,32,Clothing,2,600.16,450.12,Cash,West,California,Istinye Park
I962228,11-06-16,30,Cosmetics,2,81.32,56.924,Credit Card,South,Florida,Kanyon
I251451,11-06-16,63,Clothing,3,900.24,675.18,Cash,Central,Illinois,Kanyon
I501110,11-06-16,26,Clothing,5,1500.4,1425.38,Debit Card,Central,Illinois,Kanyon
I337255,11-06-16,21,Cosmetics,5,203.3,162.64,Credit Card,Central,Illinois,Zorlu Center
